interaction_id,conversation_id,customer_message,brand_response,timestamp,customer_author_id,customer_tweet_id,brand_tweet_id,calib_id,predicted_intent,requires_human_escalation,escalation_reason
INT_AH_2454492,CONV_AH_2454494,@AmazonHelp Shipping soon.  Says arriving today by 8pm. It’s 1021pm. CS had no date to give me.,"@372158 I can certainly understand your frustration about it! We'd like to have someone look at this, please reach out to us via phone or chat here: https://t.co/LAQZoVGJBa ^BE",2017-11-15T03:22:04+00:00,372158,2454492,2454489,CALIB_028,order_tracking_delivery,False,none
INT_AH_748750,CONV_AH_748752,@AmazonHelp Just sending the link wont hekp..at least have the courtsey to call,@298990 We have received your details. Our team will surely get back to you with an update soon. Request you to wait. ^NK,2017-10-11T17:05:05+00:00,298990,748750,748749,CALIB_029,other_unclear,True,ambiguous_request
INT_AH_1513340,CONV_AH_1513346,"@AmazonHelp I've just checked it and i got one of my family to give me a second opinion,other than a tarcking ID reference-there is no courier name.","@471153 We'd like to look into this further with you. When you can, please reach us via phone or chat here: https://t.co/oGDklGgbCZ ^SJ",2017-11-03T18:22:01+00:00,471153,1513340,1513341,CALIB_030,other_unclear,True,ambiguous_request
INT_AH_2417333,CONV_AH_2417327,@AmazonHelp Yesterday,@694676 I'm positive that the order would be delivered. 2/2 ^SB,2017-10-29T10:39:15+00:00,694676,2417333,2417335,CALIB_031,other_unclear,True,ambiguous_request
INT_AH_474289,CONV_AH_474293,@AmazonHelp Oui cela vient d'être fait,"@227890 Avez-vous contacté notre SAV par e-mail ou par téléphone ?
^ARC",2017-12-01T09:12:23+00:00,227890,474289,474288,CALIB_032,other_unclear,True,ambiguous_request
INT_AH_2961688,CONV_AH_2961689,"@AmazonHelp A parcel was 2 days late last week, a parcel was ment to come yesterday never arrived, tracked it and said they tried to deliver at 10pm last night which is rubbish and still hasn’t come, spoke to customer service but they cannot contact the driver not very happy as paying prime",@817314 So sorry for the delay! We are here to help! I'd like a member of my team to look into this personally for you! Please provide us your information here: https://t.co/LKuYxcYknb and someone will be in touch soon! ^AD,2017-11-29T21:17:37+00:00,817314,2961688,2961690,CALIB_033,order_tracking_delivery,False,none
INT_AH_1490195,CONV_AH_1490195,@AmazonHelp is there a way I can find out if my prime delivery will come today? It says 3-7th Nov delivery but I need it today!,"@466088 Hi, that delivery could arrive up until the 7th, has it been dispatched? What carrier is being used for the delivery? ^JJ",2017-11-03T09:15:05+00:00,466088,1490195,1490194,CALIB_034,order_tracking_delivery,False,none
INT_AH_759755,CONV_AH_759755,@115850 very bad customer service u have. Is anyone is there to value the customers. U ppl give a commitment but u can't able to do that.,"@301535 We're following up with your concern via DM, please check and reply. ^HA",2017-10-11T19:36:22+00:00,301535,759755,759754,CALIB_035,other_unclear,True,ambiguous_request
INT_AH_71870,CONV_AH_71875,@AmazonHelp I am fed-up with this pathetic service every time they want story from very beginning. I have already called your team 5 times wasted my 3-4 hrs talking them. I will be talking here please let resolve this issue. Also request don't follow this standard response. #GrowUp,"@132125 I'm sorry for the stretch on resolving the concern. As requested, please reply to our email, we'll reach out to you soon. ^AP",2017-11-28T08:30:03+00:00,132125,71870,71869,CALIB_036,feedback_general_complaint,True,complex_unresolved_issue
INT_AH_1693628,CONV_AH_1693630,@AmazonHelp Me indica que no consiguen identificarme y de ahí no avanza y eso pasa cuando trato de restaurar mi contraseña,"@513967 Comprendo. ¿Tu cuenta está registrada en https://t.co/nUUp5MLhYl, https://t.co/Xxn35fEBwC o algún otro de nuestros sitios? ^CR",2017-11-06T19:03:00+00:00,513967,1693628,1693627,CALIB_037,other_unclear,True,ambiguous_request
INT_AH_2757428,CONV_AH_2757429,"@AmazonHelp Package delivered, Thanksgiving saved!",@771688 Fantastic!! Thank you so much for letting us know! I hope you have a Happy Thanksgiving! ^SB,2017-11-21T23:58:26+00:00,771688,2757428,2757430,CALIB_038,order_tracking_delivery,False,none
INT_AH_2677864,CONV_AH_2677864,"@115821 Hi, USPS lost my last order- can I get a refund or have it re-shipped?",@636008 We'd love to look into available options with you! Please reach us via phone/chat here: https://t.co/hApLpMlfHN ^KP,2017-10-31T14:33:59+00:00,636008,2677864,2677863,CALIB_039,refund_return_processing,False,none
INT_AH_2531212,CONV_AH_2531213,@AmazonHelp These settings are for sms related to my purchased items. What you are sending are unsolicited spam sms and there is no option to opt out. https://t.co/JIGzZJzugV,@720461 Please update your preferences here: https://t.co/Ugp5V3po8D and you shouldn't receive any of the promotional messages. ^SH,2017-11-16T07:12:03+00:00,720461,2531212,2531214,CALIB_040,order_tracking_delivery,False,none
INT_AH_224995,CONV_AH_224995,@AmazonHelp  worst online shopping,@169754 Looks like you didn't have a pleasant experience with us. Please let us know what went wrong so that we can 1/2 ^SH,2017-10-05T05:22:12+00:00,169754,224995,224996,CALIB_041,feedback_general_complaint,True,complex_unresolved_issue
INT_AH_1107910,CONV_AH_1107911,@AmazonHelp your customer service department is not able to give me dispatch status from last 7 days,"@381489 Sorry about the stretch. We'd like a closer look at this, please drop in your details here: https://t.co/GIJyeYqKE0 ^MS",2017-10-15T10:59:49+00:00,381489,1107910,1107912,CALIB_042,other_unclear,True,ambiguous_request
INT_AH_806315,CONV_AH_806316,"@AmazonHelp Hi, this just sent me to the American Amazon. Where do you find the contact details?",@299829 That's odd! You can use this link to contact us: https://t.co/JzP7hlA23B Let us know if this helps! ^HM,2017-10-12T17:56:33+00:00,299829,806315,806317,CALIB_043,order_tracking_delivery,False,none
INT_AH_1577207,CONV_AH_1577208,@AmazonHelp Royal Mail around where I live only deliver till 1pm on Saturdays,@485835 Let us take a look into options with you. Use this link so that we may do so:  https://t.co/JzP7hlA23B ^DO,2017-11-04T18:41:09+00:00,485835,1577207,1577209,CALIB_044,order_tracking_delivery,False,none
INT_AH_531501,CONV_AH_531516,@AmazonHelp @115851 @115850 @115851 @115850 @AmazonHelp kindly update,"@243136 As this is social media, we will be unable to connect with you or access your details from here. Kindly fill in your details with the link provided earlier and we'll get in touch with you soon. Appreciate your understanding.

- Pooja",2017-12-02T11:19:26+00:00,243136,531501,531502,CALIB_045,other_unclear,True,ambiguous_request
INT_AH_2281495,CONV_AH_2281495,"@142696 I bought my 8yr son your new dvd as a preorder, but @115830 failed to deliver stating it was damaged in transit. We can reorder but he's sad it now won't be signed. It's not your fault, but any small chance you could send him something signed to cheer him up? Thanks","@663176 Hi Stephen, I'm so sorry to hear about your damaged delivery! When you have a moment, could you give us a call or chat with us so we could look into your options?: https://t.co/JzP7hlA23B ^VF",2017-11-26T15:33:44+00:00,663176,2281495,2281493,CALIB_046,package_missing_damaged,True,potential_policy_exception
INT_AH_2755683,CONV_AH_2755683,"Amazon says they delivered a package and handed it ""directly to a resident""

I am the only one home

I did not get the package

Did one of my neighbors gank it?",@302667 Hello Isaac! Thanks for reaching out! I'm terribly sorry your package is MIA. Please give this help page a look: https://t.co/p2CrvSRM1U &amp; report back to us if you still are unable to find it. We'd be more than happy to help when/where we can! ^TM,2017-11-20T21:10:11+00:00,302667,2755683,2755681,CALIB_047,order_tracking_delivery,False,none
INT_AH_137062,CONV_AH_137048,"@AmazonHelp Donc service pas à la hauteur de la promesse et de l'abonnement payant ?Pourquoi continuer d'afficher ""livré en 1 jour ouvré"" si vous savez que c'est ""livré en 2 jours ouvrés"" ? cc @146905","@146907 Je comprends votre réaction et j'en suis désolée. ""livré en 1 jour ouvré"" est le mode de livraison, mais le délai de livraison est calculé en fonction de plusieurs critères comme expliqué précédemment. ^FA",2017-11-24T10:37:55+00:00,146907,137062,137064,CALIB_048,other_unclear,True,ambiguous_request
INT_AH_230621,CONV_AH_230622,@AmazonHelp I ordered cup set received it broken returned it but again after few days received the same returned order more broken and no refund,"@170933 I'm sorry for the trouble. Have you reported this to our support team at: https://t.co/vlvfJr4nN9 ? If not, please do it(1/2)^AU",2017-10-05T10:05:04+00:00,170933,230621,230624,CALIB_049,package_missing_damaged,True,potential_policy_exception
INT_AH_2581894,CONV_AH_2581895,"@AmazonHelp siii! ya estaba horrible la que traía, ya no daré pena ajena en el gym jaja :)","@731735 Y cuéntanos, ¿ya estrenaste la maleta? ¿Te ha gustado? Vas a ser la envidia del gym 💪✨ ^ES",2017-11-16T23:12:38+00:00,731735,2581894,2581896,CALIB_050,feedback_general_complaint,True,complex_unresolved_issue
INT_AH_396040,CONV_AH_396040,"@115850 Office address deliveries are being attempted post 8 pm and then being marked, not collected. Happens very frequently","@209763 We'd like to take a closer look at this. Connect with our support team here: https://t.co/vlvfJr4nN9, we'll assist you. ^NR",2017-10-09T17:50:23+00:00,209763,396040,396041,CALIB_051,digital_technical_support,False,none
INT_AH_279970,CONV_AH_279970,"スーパーファミコンミニが届かないからアマゾンに連絡したら、この結果😡👎
連絡もして来ねえしこの対応クソすぎやろ😡🤙
再購入しろとか言われても在庫ねぇよ😂🤜
電話も全く繋がらない💪😡
この強制返金は慰謝料レベルや😡🤜
アマゾンしね🤓 https://t.co/aVBQNkGwR3","@182730 このたびは、ご迷惑をおかけし申し訳ございません。
本件についてご注文いただいたお客様に後日https://t.co/st4oU5QbhPよりご連絡を行わせていただきますため、そのご連絡をお待ちいただきますようお願いいたします。 RI",2017-10-06T08:40:12+00:00,182730,279970,279969,CALIB_052,other_unclear,True,ambiguous_request
INT_AH_1206127,CONV_AH_1206125,"@AmazonHelp 今朝品物が届きました。

tweetへの対応ありがとうございました。","@403252 無事商品をお受け取りいただけたとのことで、何よりでございます。
今後も万が一お困りのことがございましたら、いつでもご遠慮なくお知らせください。 YM",2017-10-26T04:58:39+00:00,403252,1206127,1206128,CALIB_053,other_unclear,True,ambiguous_request
INT_AH_179096,CONV_AH_179101,@AmazonHelp Deliver now after 8days,@158232 I understand you had an issue with a pick up. May I know if you contacted our support team regarding the concern? ^BS,2017-10-05T11:58:22+00:00,158232,179096,179100,CALIB_054,order_tracking_delivery,False,none
INT_AH_439786,CONV_AH_439786,"@115830 A nightmare to find contact details and new returns service is terrible. I spend a fortune with Amazon, may return to Ebay",@219396 Sorry to hear you're having an issue contacting us. You can do so through the help pages and 1/2 ^MC,2017-10-11T10:15:15+00:00,219396,439786,439787,CALIB_055,order_tracking_delivery,False,none
INT_AH_2590150,CONV_AH_2590148,"@AmazonHelp es un vendedor externo, pero no creo que eso justifique el FATAL estado en el que llegó, o si? ustedes deben de tener estándares de calidad para sus vendedores ya que para mi, lo compré en SU plataforma","@733668 Pau, en este enlace, podrás ver las opciones de reembolso o reemplazo disponibles para el producto: https://t.co/hxbBE9x8nP ^CR",2017-10-30T20:19:24+00:00,733668,2590150,2590151,CALIB_056,other_unclear,True,ambiguous_request
INT_AH_551960,CONV_AH_551958,"@AmazonHelp No messages about delay. It says ""being shipped today"" but it also said that yesterday. I guess this is what you do to make people pay for Prime?",@248657 We'd like to take a closer look! We're not able to view your order via Twitter. Please contact us using the phone or chat option here: https://t.co/Q7Ftz6nj80 ^AB,2017-12-03T17:02:39+00:00,248657,551960,551961,CALIB_057,other_unclear,True,ambiguous_request
INT_AH_1250309,CONV_AH_1250309,@119625 Guys can u add Scooby Doo tv series,@159201 We will continue to add new content. Keeping checking https://t.co/FYM9PIZOR8 where we highlight the latest movies 1/2 ^SH,2017-10-26T03:36:27+00:00,159201,1250309,1250310,CALIB_058,other_unclear,True,ambiguous_request
INT_AH_1799261,CONV_AH_1799261,Me llegó un paquete de @116875 y está genial el empaque. Esto es pensar en el usuario y el seguir adquiriendo servicios de la plataforma https://t.co/2VFVDhtDO8,"@540639 Cesar, que alegría que te gustara el empaque 🙊 ¡Que lo disfrutes! Además, tenemos una sorpresa para ti, mira 😌 ^AV https://t.co/03gX2tVLXc",2017-10-14T02:14:53+00:00,540639,1799261,1799260,CALIB_059,other_unclear,True,ambiguous_request
INT_AH_1588075,CONV_AH_1588075,"Quiero revivir mi viejo @117634. ¿Algún experto en la sala? 
Desde ya que hice lo que dice en la pantalla, pero no hubo caso. ¿Ideas? https://t.co/Wlotmn2LgM",@488430 Hola Pablo. Por favor contacta a nuestros especialistas en Servicio al Cliente por este enlace: https://t.co/eJXKURvpr8 ^JJ,2017-11-04T22:43:16+00:00,488430,1588075,1588074,CALIB_060,other_unclear,True,ambiguous_request
INT_AH_2187548,CONV_AH_2187548,@115850's courier lies and they are unable to resolve the problem.,@640588 Could you please tell us what went wrong so that we can look into this? ^HN,2017-10-19T13:07:58+00:00,640588,2187548,2187546,CALIB_061,feedback_general_complaint,True,complex_unresolved_issue
INT_AH_128794,CONV_AH_128794,"@115850 
Where can we get announcement details of the #AppQuiz conducted by #Amazon ? 
Previous #AppQuiz details also.",@144972 Could you let us know if there is any specific contest you're referring to? ^GK,2017-11-24T04:07:56+00:00,144972,128794,128792,CALIB_062,order_tracking_delivery,False,none
INT_AH_1495262,CONV_AH_1495205,@467178 @AmazonHelp Aye that’s the price I originally thought I was paying now it’s £45.99 I paid,"@467055 Hey, can you reach out to us here: https://t.co/JzP7hlA23B so we can help ^AS",2017-11-03T12:17:28+00:00,467055,1495262,1495263,CALIB_063,payment_billing_issues,True,sensitive_account_issue
INT_AH_871149,CONV_AH_871157,@AmazonHelp So which is it???  Today or tomorrow??,"@326827 From the screen shot you provided, it appears the order will arrive by tomorrow by 8PM. Please keep us posted.^SK",2017-10-20T21:45:54+00:00,326827,871149,871155,CALIB_064,other_unclear,True,ambiguous_request
INT_AH_2644535,CONV_AH_2644535,@AmazonHelp fake hopes nd extended time since i am getting this,@716386 back to the email you've received from our social media team and we'll respond on the same. 2/2 ^GK,2017-10-31T04:09:40+00:00,716386,2644535,2644534,CALIB_065,other_unclear,True,ambiguous_request
INT_AH_726591,CONV_AH_726591,"#AmazonIndia  #amazonprime
Charging my credit card without seeking my permission &amp; not responding properly. This is certainly not expected.",@294045 That's strange! Have you reported this to our support team here: https://t.co/xgk45ruMbr ? ^AG,2017-10-11T05:31:40+00:00,294045,726591,726589,CALIB_066,payment_billing_issues,True,sensitive_account_issue
INT_AH_281959,CONV_AH_281959,@AmazonHelp could you help me with this problem https://t.co/cTMUf4N0Pf,@183170 Hello- Have you checked your email for the instructions on how to reopen the account? ^NV,2017-10-06T11:43:25+00:00,183170,281959,281957,CALIB_067,feedback_general_complaint,True,complex_unresolved_issue
INT_AH_347483,CONV_AH_347483,"@115851 my Case ID4000785252   i seller in india, plz check my cause and call +91 9016876311",@198753 We'd like to know more about the issue. Kindly provide your details here: https://t.co/HVbm8CI31O and we'll get back 1/2 ^SH,2017-10-08T05:04:56+00:00,198753,347483,347484,CALIB_068,product_inquiry_availability,False,none
INT_AH_1323270,CONV_AH_1323276,"Por favor, @117086, envia o meu livro!!!!","@428803 Olá Michas, qual é a data estimada de entrega do seu livro? ^DA",2017-10-16T12:10:11+00:00,428803,1323270,1323268,CALIB_069,other_unclear,True,ambiguous_request
INT_AH_380424,CONV_AH_380424,"@115850 If number is not reachable then courier should come &amp; deliver,latest number was already updated, raised request atleast 8-10 times",@206227 Sorry for the delay. I'd like to help you with this. Please fill this form: https://t.co/beaaDm0muc. (1/2) ^ST,2017-10-09T07:02:05+00:00,206227,380424,380425,CALIB_070,order_tracking_delivery,False,none
INT_AH_1293694,CONV_AH_1293697,@422531 @AmazonHelp Salut ! Une solution a été trouvée ?,"@422530 Bonjour, rencontrez-vous un souci avec Twich Prime sur votre compte ? ^MH",2017-06-05T16:44:22+00:00,422530,1293694,1293693,CALIB_071,other_unclear,True,ambiguous_request
INT_AH_1513342,CONV_AH_1513346,@AmazonHelp An email has been sent with as much information as possible.,@471153 Thanks for letting us know! Please let us know if there's anything else we can do to help. ^CS,2017-11-03T20:11:00+00:00,471153,1513342,1513343,CALIB_072,other_unclear,True,ambiguous_request
INT_AH_1664814,CONV_AH_1664816,"@115825 englischen Untertitel gibt, hat der Film keinen deutschen Untertitel?  Wollt in mir davor kaufen.","@507322 Hi, ich frage gerne mal nach, ob für die spanischen Szenen auch deutsche Untertitel enthalten sind. Gruß ^SI",2017-10-29T17:52:15+00:00,507322,1664814,1664815,CALIB_073,other_unclear,True,ambiguous_request
INT_AH_530773,CONV_AH_530773,Hein?! Vous n'avez pas l'impression d'abuser un peu @AmazonHelp ? Surtout que cette manette est vendu 149€ sur le site officiel de Microsoft 😑 https://t.co/YCpdfTf9Ig,"@242934 Bonjour, pourriez-vous me communiquer le lien de l'article SVP ? ^SM",2017-12-02T10:04:12+00:00,242934,530773,530771,CALIB_074,other_unclear,True,ambiguous_request
INT_AH_1002204,CONV_AH_1002204,@AmazonHelp @115850  sent a replacement SATA IDE a month after order delivered disguised as new order Now Bludart not picking up the pkg,@202476 I'm sorry but I couldn't follow that. Could you please rephrase and elaborate on that?  ^HA,2017-10-22T14:27:23+00:00,202476,1002204,1002203,CALIB_075,order_tracking_delivery,False,none
INT_AH_1838550,CONV_AH_1838550,@115830  where's my Gran Turismo steelbook? You sold me something and then haven't got it? Very annoying. #GranTurismo,@551072 Hi - have we advised that you will not receive an order as promised ? ^TD,2017-10-18T06:18:49+00:00,551072,1838550,1838548,CALIB_076,other_unclear,True,ambiguous_request
INT_AH_1345589,CONV_AH_1345589,@AmazonHelp Can you please give me the link to rasie a complaint about the service? I had 5 chats in the last 2 days and terrible service,@433763 I'm sorry for the experience you had with our support! A survey e-mailed to you after every contact you have with our team. ^WM,2017-10-27T16:51:54+00:00,433763,1345589,1345588,CALIB_077,feedback_general_complaint,True,complex_unresolved_issue
INT_AH_442954,CONV_AH_442960,@AmazonHelp I've had notification that it's been delivered tonight - thank goodness! Will definitely use home delivery from now on. Thx.,@219984 Glad to hear it's been delivered! We'll always be here for you when you need us! ^JE,2017-11-22T22:20:44+00:00,219984,442954,442956,CALIB_078,order_tracking_delivery,False,none
INT_AH_2891996,CONV_AH_2891996,Ugh. Back to the time now where filament orders from @115821 prime now take 3days to deliver,@222191 So sorry for the wait! Some items aren't able to be shipped immediately. What was the date given in your order confirmation e-mail? ^MH,2017-11-28T14:43:15+00:00,222191,2891996,2891994,CALIB_079,order_tracking_delivery,False,none
INT_AH_2565623,CONV_AH_2545406,@AmazonHelp Already done....but nothing positive resolution yet,"@181629 Apologies for the experience. Please reply to the email sent to your registered email id. Once we receive your reply, we'll check your details and help you further. Appreciate your understanding. ^SV",2017-11-17T01:52:15+00:00,181629,2565623,2565624,CALIB_080,other_unclear,True,ambiguous_request
INT_AH_866034,CONV_AH_863820,@AmazonHelp @115851 @127586 @120844 @131283 @1560 @131027 @119351 @26653 @4031 I have dropped a mail to ceo desk to but nobody contacted,@325140 I understand your concern.  Request you to wait while the team works on your issue and get back to you. ^ST,2017-10-21T06:24:41+00:00,325140,866034,866036,CALIB_081,other_unclear,True,ambiguous_request
