example_id,conversation_id,interaction_id,conversation_context,customer_message,ground_truth_intent,historical_reference_reply,is_multi_turn,message_position,risk_tier,requires_human_escalation,escalation_reason,annotation_notes,annotation_version
GOLD_022,CONV_AH_1349135,INT_AH_1349135,,Que excelente servicio @116875. Los amooooooo. 😍😊,,"@401536 Woow, cuéntanos tu experiencia con nosotros 😍👂. ^MB https://t.co/yRJhTDS6XE",False,1,,,,,phase4_v1
GOLD_023,CONV_AH_1351766,INT_AH_1351766,,Hey Amazon where's my copy of WWII I preordered in May lol,,@435223 I'm sorry for the wait! Have we missed the delivery date confirmed via e-mail here: https://t.co/Y5jpI9gRhE ^LL,False,1,,,,,phase4_v1
GOLD_024,CONV_AH_1376017,INT_AH_1376017,,Amazonあんま使わんからわけわからん,,"@440326 こんにちは、Amazonです。
当サイトについて何かご不明点がございましたらご遠慮なくお知らせください。MH",False,1,,,,,phase4_v1
GOLD_025,CONV_AH_1380335,INT_AH_1380335,,Really @115821 ?? You just throw it over the fence? Y’all think it’s Easter and I should search around the yard for my package #amazonprime https://t.co/1RXrDAii6j,,@441309 Our team would like to look into this. Please send us your details here: https://t.co/PqRAXZ2P4J ^JP,False,1,,,,,phase4_v1
GOLD_026,CONV_AH_1413174,INT_AH_1413174,,"@115850 your delivery team is not as promised as it stated while buying. Expected delivery was last Tuesday, but now it's showing next tue",,"@448413 That's strange. We'd like to know what went wrong, please reach out to us here: https://t.co/vlvfJr4nN9. ^SQ",False,1,,,,,phase4_v1
GOLD_027,CONV_AH_1439452,INT_AH_1439452,,"i pre orderd an item on amazon. and now its telling me to review my payment method????
what @AmazonHelp",,"@454056 I'm sorry for the trouble, Sean! We want to help! Please review some helpful info on this here: https://t.co/rJMxYAoDE2 ^SD",False,1,,,,,phase4_v1
GOLD_028,CONV_AH_145886,INT_AH_145886,,"In amzon.in @115850  I can See oneplus5T is still there in Stock Just Click ""1 more option"". how it can be possible ?? @149087 @132994 @139570",,@149086 Thank you for flagging this to us. The Oneplus 5T was available on flash sale. I'll be sure to pass on this internally to the concerned team for a review. ^GD,False,1,,,,,phase4_v1
GOLD_029,CONV_AH_1459057,INT_AH_1459057,,@115830 signed up for prime what a joke two orders both delayed presents not turned up #shockingservice,,@458656 Oh no! Let's look into this in real time. Please call or chat with us here: https://t.co/LebUj3Z4MJ ^BA,False,1,,,,,phase4_v1
GOLD_030,CONV_AH_1467409,INT_AH_1467409,,@116935 what's going on with this error message?!? https://t.co/bJNyhSbBRj,,"@460610 I'm sorry for this issue. Have you tried uninstalling, then reinstalling, the app? ^DO",False,1,,,,,phase4_v1
GOLD_031,CONV_AH_147232,INT_AH_147232,,@117086 vou comprar c vcs já é?,,@149449 Oi Lucas! Como podemos te ajudar? 😄 ^CJ,False,1,,,,,phase4_v1
GOLD_032,CONV_AH_1489171,INT_AH_1489171,,Et voilà que @115821 estime que le facteur va travailler un jour férié ^^ https://t.co/vsrsU3P3CJ,,"@415708 Bonjour, rencontrez-vous un souci avec une commande en cours s'il vous plaît? ^SA",False,1,,,,,phase4_v1
GOLD_033,CONV_AH_1490800,INT_AH_1490800,,@116316 warum bekomme ich Empfehlung für ein Produkt das ich gerade erst gekauft habe? ich brauche definitiv nur eines davon.,,"@466215 Guck mal hier: https://t.co/KTOPOMD6ck Da ist beschrieben, wie du die Empfehlungen verbessern kannst. Viele Grüße ^UK",False,1,,,,,phase4_v1
GOLD_034,CONV_AH_1499783,INT_AH_1499783,,"Hi @119625 , Pls add @61893  starring @43388 directed by @59052 , missed it in cinemas.",,"@468207 Thank you for the suggestion, Srini. I'll be sure to pass on this internally to the concerned team for consideration. ^GD",False,1,,,,,phase4_v1
GOLD_035,CONV_AH_1507964,INT_AH_1507964,,"@AmazonHelp 3 weeks of waiting for a resolution to a faulty firestick, and just keep getting passed about. Disgusting service,  #poor",,@164811 I apologize for the ongoing trouble! What the latest info you've received from us? Is our tech team looking into this? ^CS,False,1,,,,,phase4_v1
GOLD_036,CONV_AH_1513694,INT_AH_1513694,,Soooooo....did someone steal my makeup brushes or did Amazon lie about delivering them? https://t.co/nhfIrlodkJ,,@407951 I'm sorry you didn't receive your brushes! We suggest trying these steps first: https://t.co/98Tpfm6ZUO ^AM,False,1,,,,,phase4_v1
GOLD_037,CONV_AH_1540467,INT_AH_1540467,,"Time to cancel @115821 prime until ur couriers can actually get me my packages on time, or at all.Nothing but problems with AZL. @AmazonHelp",,@477422 I'm sorry for the poor experience! Please provide more information here: https://t.co/WV75PdaSLE so we can take a closer look ^TN,False,1,,,,,phase4_v1
GOLD_038,CONV_AH_1545791,INT_AH_1545791,,@AmazonHelp #iPhone8AppQuiz May I know when will the results be announced?? As per your schedule it should be announced by 25th October? https://t.co/rDZuKx7w15,,@478718 The winners are announced. You may find the winners list here: https://t.co/MGupOOYvHT ^GK,False,1,,,,,phase4_v1
GOLD_039,CONV_AH_1548398,INT_AH_1548398,,"Hey @115821, I’ll be canceling my Prime subscription now that #amzl_us has delivered my 1 day order late for the fourth time in a row.",,"@479339 I'm so sorry for the troubling delivery experiences! We'd like to look into this further for you. When you have a moment, please provide your order details at the following link: https://t.co/yWAT7XXmlA ^ST",False,1,,,,,phase4_v1
GOLD_040,CONV_AH_1549422,INT_AH_1549422,,"@115850 It's been a week now, My  100+ Reviews , 100+ Helful votes on amazon site hidden now. Please check the same.",,"@479607 Sorry to know you're having trouble with reviews, kindly connect with us here: https://t.co/TdDksLo6Mf. We'll look into it. ^PS",False,1,,,,,phase4_v1
GOLD_041,CONV_AH_1555461,INT_AH_1555461,,Quand tu es Suisse Romand et que tu dois aller sur @116316 pour te faire livrer. Parce que   @120533 ne livre pas en Suisse ....,,"@481012 Bonjour Mathias, est-ce que l'article souhaité est expédié par Amazon ou par un vendeur tiers ? ^SM",False,1,,,,,phase4_v1
GOLD_042,CONV_AH_1563229,INT_AH_1563229,,@AmazonHelp c'est une version boite avec CD https://t.co/9H3jBBh0qS ??,,@215713 Tout a fait !!,False,1,,,,,phase4_v1
GOLD_043,CONV_AH_1573501,INT_AH_1573501,,That p*ssed off with @115830 customer service I've cancelled my prime and closed my account. #poorcustomerservice.,,"@484988 We'd hate to see you go, Jack! Will you tell more about what's happened? No personal or account information please. ^CS",False,1,,,,,phase4_v1
GOLD_044,CONV_AH_1599750,INT_AH_1599748,,@AmazonHelp @127390 I’m not sure what to because the signed book is out of stock...so if I return it I won’t get a signed one,,@491231 I'm so sorry for the condition of your book! Please reach out to us so we can look at options: https://t.co/EKXRLsnxJu ^AM,False,1,,,,,phase4_v1
GOLD_045,CONV_AH_1608623,INT_AH_1608623,,11/1の自分の誕生日もプレゼントもらって初めて気がついたくらいなので、旦那の誕生日のプレゼントを用意しておらず、慌ててAmazonでポチリました笑 prime会員でよかった笑,,@493958 お二人ともお誕生日おめでとうございます♪ (*≧∀≦)人(≧∀≦*)♪ プレゼントの到着が間に合ったようでなによりでございました～♪ (*^^*) TN,False,1,,,,,phase4_v1
GOLD_046,CONV_AH_1608742,INT_AH_1608742,,"@65641 @115850 hey, my #PIPA #Amazon gift card balance not updating in my account https://t.co/xlqsSYCbbv",,"@493983 I understand your concern, please contact us here: https://t.co/rS49hgaADF so that we can assist you accordingly. ^MO",False,1,,,,,phase4_v1
GOLD_047,CONV_AH_1610963,INT_AH_1610963,,Amazonなんなの？？前日にお届けって書いてあったじゃんまじ意味わかんないんだけどふざけんなよ,,@494484 注文履歴のお届け予定日を過ぎても商品が未着であれば、状況をお調べしますのでURLよりお問い合わせください。 https://t.co/J6YEizo6qC EK,False,1,,,,,phase4_v1
GOLD_048,CONV_AH_1616804,INT_AH_1616804,,Ordered a prop from @115830 It arrived in this box. Not winning any prizes for being environmentally friendly. https://t.co/9bOBJHuNh6,,"@495799 We're always looking for opportunities to improve! Please, submit direct packing feedback here: https://t.co/fxgZ6hTrFA ^JE",False,1,,,,,phase4_v1
GOLD_049,CONV_AH_1623930,INT_AH_1623930,,@115830 amazon music app not working in iPod. Keeps crashing when D/L playlist.  All up to date. Tried wiping iPod. Still the same.,,"@229850 We're here to help, Nick! Does the app keep crashing after uninstalling and reinstalling the app? Please let us know! ^FD",False,1,,,,,phase4_v1
GOLD_050,CONV_AH_1639321,INT_AH_1639321,,"@AmazonHelp hi, my amazondrive upload doesn't work with zip file once again today after working again.",,@458401 We may want to look into this in a real time conversation. Could you please reach out to us here: https://t.co/hApLpMlfHN ^MJ,False,1,,,,,phase4_v1
GOLD_051,CONV_AH_1655677,INT_AH_1655677,,"My @115833 just asked me 3 times, unprompted, if I wanted to listen to Whip It by Devo.
.
.
.
No, Alexa. I do not want to whip it good.",,@505266 How strange! You can learn more about viewing and managing your Alexa device's Dialog History here: https://t.co/k1IpPWlfU8.^GM,False,1,,,,,phase4_v1
GOLD_052,CONV_AH_1687063,INT_AH_1687063,,@115830 when will the Xbox one x be dispatched as it says nov 4 and mine has still not been dispatched,,@512350 We always strive to make the delivery date provided at checkout. Have we missed the date here: https://t.co/aaDyEz1VgE? ^ST,False,1,,,,,phase4_v1
GOLD_053,CONV_AH_1688752,INT_AH_1688752,,VCS ACREDITAM QUE A @117086 JÁ ENTREGOU OS LIVROS QUE EU COMPREI ONTEM?????? EU NÃO TO ACREDITANDO 💖,,@512773 ACREDITA MESMO Bruna 💖📚. ^MB,False,1,,,,,phase4_v1
GOLD_054,CONV_AH_1707039,INT_AH_1707038,,@115821 Canceled*,,@398720 I'm sorry to hear we disappointed you! Did you receive a notification via email explaining the reasoning for cancellation? ^KP,False,1,,,,,phase4_v1
GOLD_055,CONV_AH_1729695,INT_AH_1729695,,The boy done good 😊 just had the @115821 beauty advent calendar delivered 🛍🎁🎉💝,,"@522759 Hello Cathy, we are super curious, send us a photo of the calendar, we'll love it for sure! ❤ ^DA",False,1,,,,,phase4_v1
GOLD_056,CONV_AH_1741737,INT_AH_1741737,,@14232 has not delivered my parcel from @116316 today. No xbox one x for me today. Hope for a delivery tomorrow,,@525443 Did you already contact our customer service? My colleagues can take a look: https://t.co/ohyvGrpvrY Regards ^TA,False,1,,,,,phase4_v1
GOLD_057,CONV_AH_1755074,INT_AH_1755074,,"娘っちやっとバンボデビュー💕
Amazonで頼んだから足入るか心配だったけど大丈夫そう🙆よかった〜 https://t.co/qH3mdA1TNO",,"@528564 なんとまぁ、かわいいことかわいいこと…😍✨ すっぽりおさまってよかったです～🎵
Amazonをご利用いただき、ありがとうございます‼️ RI",False,1,,,,,phase4_v1
GOLD_058,CONV_AH_1777715,INT_AH_1777715,,@AmazonHelp @126705 So my package finally arrived 2 days late. And someone has opened it... It was despatched on time so who's been poking?? https://t.co/OBjbfvsDD0,,@283664 Sorry to hear about this. Were your items intact? Can you call us here:  https://t.co/JzP7hlA23B so we can look into this for you? ^MI,False,1,,,,,phase4_v1
GOLD_059,CONV_AH_1794076,INT_AH_1794076,,"@115821 My friend ordered apple iphone 7 for Rs.38999 but he got Intex mobile instead.
IRONY...",,"@539135 Apologies for the mix-up, Utkarsh. Please ask your friend to connect with us here: https://t.co/TdDksLo6Mf. We'll check it. ^HD",False,1,,,,,phase4_v1
GOLD_060,CONV_AH_180042,INT_AH_180042,,Amazonさんで注文した本が本日届くはずなのに、勝手に返品になってる？？なぜ…,,@158373 大変ご不便をおかけしております。状況を確認のうえ対応させていただきますので、お手数ではございますが、こちらよりカスタマーサービスにお問い合わせください。https://t.co/ksqtnY9NsW RI,False,1,,,,,phase4_v1
GOLD_061,CONV_AH_180236,INT_AH_180236,,折角プライム会員になってるのでAmazonプライムミュージックを使ってみてる。,,"@158409 Prime Musicでは様々なジャンルの楽曲をご用意しております。せっかくでございますので、どんどん使ってみちゃってください♪ 
プライムのご利用、ありがとうございますm(*-ω-)m RI",False,1,,,,,phase4_v1
GOLD_062,CONV_AH_1822304,INT_AH_1822303,,"@169994 @115821 If you buy from Amazon, make sure you it is NOT from a 3rd party seller.   Amazon does nothing if anything goes wrong, and in my experience, neither will the 3rd party seller.",,@271709 Hey. All orders sold via sellers are covered by our A-Z guarantee claim. You can find out more here - https://t.co/lDg8UkdyxW Is there an outstanding order you're having an issue with? ^TP,False,1,,,,,phase4_v1
GOLD_063,CONV_AH_1832035,INT_AH_1832035,,@AmazonHelp WTH https://t.co/EdbJqzcLTG,,@413432 I'm sorry you haven't received your order. Reach us here to have a look into this with you: https://t.co/oEcMyWqxRR ^CL,False,1,,,,,phase4_v1
GOLD_064,CONV_AH_183686,INT_AH_183686,,Amazonプライムビデオ便利だわー٩( 'ω' )و,,@159194 (*´∇｀*).｡oO（ありがとうございます♪ いろんな作品がございますので、たくさん観てくださいね♪）TN,False,1,,,,,phase4_v1
GOLD_065,CONV_AH_1843610,INT_AH_1843610,,"@115830 hi there i just accidently made a purchase of 10,000 amazon coins, i was looking at a promo code and pressed the wrong button can i please cancel before the money comes out my account",,"@193755 Hi, sorry to hear you've made an accidental order. We don't have access to your account through Twitter. Please reach us here: https://t.co/JzP7hlA23B and we can take a look for you.^ES",False,1,,,,,phase4_v1
GOLD_066,CONV_AH_1850552,INT_AH_1850552,,"@115850 Dear Amazon ,when will your pick up courier take my return item.Reschedule 3 times.Will u dare do same  with US customers ever ?",,@307196 We're sorry for the delay in the return. Please share your details here: https://t.co/GIJyeYqKE0 and we'll help you. ^ZH,False,1,,,,,phase4_v1
GOLD_067,CONV_AH_1876826,INT_AH_1876826,,Cracking customer service from @115830 and @AmazonHelp - totally brilliant! (Spoke to a guy called Sherwin who was awesome!),,"@132592 Glad to hear it, thanks for the shout out too!! Delighted we could help :) ^NV",False,1,,,,,phase4_v1
GOLD_068,CONV_AH_1899829,INT_AH_1899829,,"@AmazonHelp Hi, my kindle fire for kids keeps not recognising the sd card. Really frustrating, have tried reformatting card. Any ideas?",,"@566185 Hi, sorry to hear this! Please get in touch here: https://t.co/JzP7hlA23B and we'll look into this for you. ^RL",False,1,,,,,phase4_v1
GOLD_069,CONV_AH_1912062,INT_AH_1912062,,@AmazonHelp please help everything I’m looking for on Amazon says delivery by Tuesday at the earliest! I’m confused as I’m a prime member and would expect Sunday delivery Monday latest 😭😩🤬🧠,,"@261146 The shipping speed refers to the time it takes to ship after the order has been processed. For more information please review this link, https://t.co/bCzuo8h4fh

-RD",False,1,,,,,phase4_v1
GOLD_070,CONV_AH_2017543,INT_AH_2017543,,"Coño que ya tengo los 280 caracteres, pues nada, los estreno diciendo que a ver con que nos sorprende @116928 este año que tengo la lista de deseos calentita con cosillas que necesito, y a precios imbatibles como siempre :D LOL que aun puedo seguir...",,@596661 ¡A llenar de caracteres los tweets y de productos la cesta! ❤️^JD,False,1,,,,,phase4_v1
GOLD_071,CONV_AH_2044851,INT_AH_2044851,,@115821 I do not pay for Prime and two day shipping and order Prime items so that Amazon can ship them to me whenever you feel like it.,,@222860 Sorry for the delay! Have we missed a delivery date? ^TR,False,1,,,,,phase4_v1
GOLD_072,CONV_AH_205177,INT_AH_205177,,lol @115821 are you serious with this packaging? https://t.co/3kW3XRJcjT,,@164600 We're always looking to improve! Please share your feedback/requests here: https://t.co/KWsBkji2EN ^GG,False,1,,,,,phase4_v1
GOLD_073,CONV_AH_205192,INT_AH_205191,,"@115821 @11088 @AmazonHelp thanks, still hasn't shipped. Delivery says today, tomorrow or Friday so we shall see.",,@164606 Feel free to let us know if you haven't received it by Friday. We want to make sure you're taken care of. ^GG,False,1,,,,,phase4_v1
GOLD_074,CONV_AH_2078405,INT_AH_2078405,,"Amazon: Parcel arrived in Aus 12/10
ParcelPoint: Nah, hasn't
Me: Sup dudes?
PP: dunno, call Amzn
Amzn: arrived already in Tullamarine dude",,@614710 I'm sorry for the poor experience. We'd appreciate another chance to look into this here: https://t.co/hApLpMlfHN ^JA,False,1,,,,,phase4_v1
GOLD_075,CONV_AH_2113546,INT_AH_2113546,,@116928 tengo problemas con @132703 para variar. Quiero devolver el producto porque no me ha llegado cuando estaba programado. Cómo lo a hago?,,@623187 Lamento mucho esta situación. Puedes encontrar más info aquí https://t.co/DE1u0dCgJC ^VL,False,1,,,,,phase4_v1
GOLD_076,CONV_AH_2117490,INT_AH_2117490,,@115821.in: Ensure you do environmental friendly packaging. Ordered few groceries but received one bag full of plastics! https://t.co/IYxiXO24qk,,@624100 I'm sorry to hear that. Have you reported this to our support team here: https://t.co/vlvfJr4nN9 ? ^AU,False,1,,,,,phase4_v1
GOLD_077,CONV_AH_2117797,INT_AH_2117797,,@AmazonHelp where is my package? Says it’s being delivered today but when I track the package isn’t even in Texas 🙃,,@456946 I'm sorry you haven't received your package yet! Let's look into these steps to locate it: https://t.co/9eEhXHMqt9 ^KJ,False,1,,,,,phase4_v1
GOLD_078,CONV_AH_2126798,INT_AH_2126798,,@AmazonHelp hey! I just received my order. It was supposed to be a two pack but only one came? Is it possible they were shipped separately? I didn’t receive two tracking links?,,@626236 Hi there! Sometimes items can be shipped separately with the same tracking but this is rare. When was the delivery date? ^JD,False,1,,,,,phase4_v1
GOLD_079,CONV_AH_2144476,INT_AH_2144476,,そういえばAmazon prime会員なので、今更ながら始めてprimeビデオ？を観てみた。いぬやしきの第一話,,"@630485 Amazon Primeをご利用いただき、ありがとうございます🙏
ごゆっくりお楽しみください😊✨ YM",False,1,,,,,phase4_v1
GOLD_080,CONV_AH_2192411,INT_AH_2192411,,When you pay for next day delivery by 8pm on @115830  and it's 8:50pm and it's not here yet even though you've been home all day and didn't miss the door 👌😑,,@641713 Hello! I'm really sorry you haven't received your order yet. We'd like to help if we can! What does the tracking currently say? You can view it here: https://t.co/aaDyEz1VgE ^AJ,False,1,,,,,phase4_v1
GOLD_081,CONV_AH_2192477,INT_AH_2192477,,@120533 À quand le payement par PayPal ?,,@228162 Ce mode de paiement n'est malheureusement pas disponible. Merci pour votre intérêt. ^MH,False,1,,,,,phase4_v1
GOLD_082,CONV_AH_224338,INT_AH_224338,,amazon。いつもありがとう。 https://t.co/vTeSNKJt9S,,@169604 アマゾン公式です。こちらこそ、いつもご利用いただきありがとうございます😊😊😊ET,False,1,,,,,phase4_v1
GOLD_083,CONV_AH_2253179,INT_AH_2253179,,@115821 wheres my rwby case,,"@656385 Hi there. We'd like to help the best we can. Without giving any personal information, will you tell us more about what's going on? ^HC",False,1,,,,,phase4_v1
GOLD_084,CONV_AH_2260564,INT_AH_2260564,,I ordered a necklace with my name on it bout a month ago @115821,,"@658224 We'd like to help! Without telling us account or order information, could you tell us more about the issue? ^JP",False,1,,,,,phase4_v1
GOLD_085,CONV_AH_226652,INT_AH_226652,,@AmazonHelp : Service performance seller central bloque notre compte si nous ne répondons pas sous 48h. Mais ils ne répondent pas non plus.,,"@170105 Bonjour Alexis, désolé pour cela. Pouvez-vous nous expliquer davantage votre problème? Est-ce un problème de compte suspendu? ^ARC",False,1,,,,,phase4_v1
GOLD_086,CONV_AH_2286008,INT_AH_2286008,,@115830 do you take book tokens as payment?,,"@664285 Hi there, Ineke! We don't accept book tokens as a payment option. You can learn more about the payment options we accept here: https://t.co/IzUoFBFLRx ^WJ",False,1,,,,,phase4_v1
GOLD_087,CONV_AH_2288583,INT_AH_2288583,,"@115850 @AmazonHelp https://t.co/xv54vHW6iM ✔

📴 *You Can Get This For Free* 💥

*Full Details Here* 👇🏻👇🏻

https://t.co/a5EXREpS9c
Some people are using this trick to order this product for free.
Better u correct the info of this product on your site.",,@205814 Thank you for bringing this to our notice. I'll surely pass on your comments to our relevant team internally. ^SH,False,1,,,,,phase4_v1
GOLD_088,CONV_AH_2295146,INT_AH_2295146,,"昨日アマゾンで購入した商品が届いてたらしく不在票が入ってたんだけど再配達できない商品って何？？？意味わかんない。

営業所に取りに行かなきゃいけないっぽいんだけど、どこの営業所かハッキリ書いとかないと荷物が何処にあるのかわかんないだけど。

もう本当ヤマト糞だな。",,"@666443 ご迷惑をおかけしております。
再配達できないとのことで、一度状況を確認させていただきます。よろしければ、下記URLよりカスタマーサービスにご連絡ください。https://t.co/bwBU0NvYIn TY",False,1,,,,,phase4_v1
GOLD_089,CONV_AH_2308119,INT_AH_2308119,,昨日はスマホ使えないからテレビでいろいろ動画みてた。ファイナルライフ見るためにアマゾンプライムの会員になってfire stickも買ったけど、本当に便利！！GYAOで大丈夫、愛だの配信してるのもテレビで見れた,,"@669522 Fire TV Stickのご注文ありがとうございます(＾◇＾)
映画や音楽、アプリもご利用いただけますので、どうぞお楽しみください♪ TY",False,1,,,,,phase4_v1
GOLD_090,CONV_AH_2318779,INT_AH_2318779,,"@117086 olá. minha amiga comprou na black, mas só tá aceitando cartão de crédito, e ela quer boleto, não tem???",,"@672153 Olá bia, pode conferir as formas de pagamento aceitas na https://t.co/m5ibk4bEQU aqui: https://t.co/MPEPd1R2mc . ^MB",False,1,,,,,phase4_v1
